189570,27,Alive,Fair,pin oak,11215,Brooklyn,990779.1966,182287.8484
170988,7,Alive,Good,honeylocust,11691,Queens,1048766.613,161113.8215
178783,2,Alive,Fair,honeylocust,11237,Brooklyn,1009389.375,193499.013
175693,4,Alive,Good,ginkgo,10016,Manhattan,989609.7097,211902.0549
190540,7,Alive,Good,honeylocust,10025,Manhattan,991384.3804,227965.9424
140722,4,Alive,Good,ginkgo,11238,Brooklyn,993222.7878,189817.935
161235,4,Alive,Fair,honeylocust,11691,Queens,1047473.11,156594.6652
161242,3,Alive,Poor,honeylocust,11691,Queens,1047441.721,156802.1034
186060,17,Alive,Good,honeylocust,10458,Bronx,1013736.366,251858.2106
180891,8,Alive,Good,ginkgo,11368,Queens,1021585.64,208904.0012
183381,11,Alive,Good,honeylocust,11413,Queens,1052594.028,181149.4721
166440,6,Alive,Good,ginkgo,11374,Queens,1021599.461,202301.6584
134320,11,Alive,Good,honeylocust,11429,Queens,1057799.116,195589.1144
168348,10,Alive,Good,honeylocust,11238,Brooklyn,994373.1084,185531.6907
201658,32,Alive,Good,pin oak,11375,Queens,1025695.941,199897.8361
204165,4,Alive,Good,hedge maple,10306,Staten Island,946992.6877,146041.7106
186817,4,Alive,Good,pin oak,11370,Queens,1014495.677,220117.672
198164,29,Alive,Good,pin oak,11355,Queens,1031640.429,213279.4806
196627,17,Alive,Fair,pin oak,11415,Queens,1032627.642,198795.8682
208395,13,Alive,Good,pin oak,10024,Manhattan,990858.3569,223745.6831
191733,4,Alive,Good,pin oak,11415,Queens,1031949.366,198634.4597
209913,21,Alive,Good,pin oak,10027,Manhattan,994459.1872,234047.8184
194656,3,Alive,Fair,pin oak,10308,Staten Island,939056.4306,143435.9359
192702,20,Alive,Good,red maple,11204,Brooklyn,985586.3966,164427.5918
191162,11,Alive,Good,ginkgo,11231,Brooklyn,983842.0772,187609.1567
191248,3,Alive,Poor,honeylocust,11226,Brooklyn,996537.2982,176150.0946
189708,13,Alive,Good,honeylocust,11217,Brooklyn,991675.4182,185287.8821
201682,11,Alive,Good,honeylocust,10470,Bronx,1025890.264,268446.8536
